,zipcode,name,population,median_income,White,African American,gini_index,labor_participation,unemployment,poverty_rate
278,21640,"Eufaula, AL-GA Micro Area",28341,32796,13109,13674,0.4636,47.6,10.3,20.4
279,21660,"Eugene, OR Metro Area",363471,47710,318753,4149,0.4691,59.8,7.0,10.7
280,21700,"Eureka-Arcata-Fortuna, CA Micro Area",135490,43718,109346,1609,0.4682,58.5,6.8,10.5
281,21740,"Evanston, WY Micro Area",20758,54672,19516,29,0.4336,66.8,3.6,13.1
282,21780,"Evansville, IN-KY Metro Area",315263,49873,279418,21329,0.4627,62.9,3.7,11.2
283,21820,"Fairbanks, AK Metro Area",100031,76250,76189,4251,0.3977,73.4,5.0,4.5
284,21840,"Fairfield, IA Micro Area",17945,44516,14939,1052,0.4924,59.9,9.3,7.2
285,21860,"Fairmont, MN Micro Area",20084,53627,19492,64,0.4356,65.3,3.9,7.9
286,21900,"Fairmont, WV Micro Area",56575,48158,53123,2024,0.4383,57.3,4.7,11.2
287,21980,"Fallon, NV Micro Area",24022,46914,20327,606,0.4181,56.8,5.0,9.7
288,22020,"Fargo, ND-MN Metro Area",232660,59074,207843,8977,0.4522,74.2,1.8,6.6
289,22060,"Faribault-Northfield, MN Micro Area",65251,63311,57383,3076,0.4285,67.8,1.8,7.1
290,22100,"Farmington, MO Micro Area",66248,42873,61724,2883,0.4196,52.3,4.6,10.7
291,22140,"Farmington, NM Metro Area",128221,49686,66819,721,0.4535,58.8,7.5,16.3
292,22180,"Fayetteville, NC Metro Area",385337,44883,193751,139222,0.4415,64.2,8.1,15.0
293,22220,"Fayetteville-Springdale-Rogers, AR-MO Metro Area",514166,52551,431079,12450,0.4718,64.0,3.9,9.9
294,22260,"Fergus Falls, MN Micro Area",57790,55181,55043,835,0.4308,62.6,2.9,6.2
295,22280,"Fernley, NV Micro Area",52303,50920,44910,545,0.3935,55.5,9.2,8.6
296,22300,"Findlay, OH Micro Area",75508,52831,69923,1087,0.4340,65.7,3.3,7.6
297,22340,"Fitzgerald, GA Micro Area",17272,32344,10369,6257,0.4565,48.3,5.9,25.7
298,22380,"Flagstaff, AZ Metro Area",138639,53523,88147,1986,0.4803,63.5,6.2,13.3
299,22420,"Flint, MI Metro Area",410881,45231,307679,82289,0.4643,57.2,8.2,15.4
300,22500,"Florence, SC Metro Area",206109,40888,113538,86243,0.4780,59.3,8.1,15.9
301,22520,"Florence-Muscle Shoals, AL Metro Area",147025,45090,123771,18038,0.4526,55.4,6.0,11.9
302,22540,"Fond du Lac, WI Metro Area",102082,57798,95044,1247,0.4118,67.4,2.7,6.0
303,22580,"Forest City, NC Micro Area",66523,38573,57266,6735,0.4529,52.6,6.7,14.2
304,22620,"Forrest City, AR Micro Area",26688,33102,11016,14826,0.4649,45.0,3.2,21.6
305,22660,"Fort Collins, CO Metro Area",330976,64980,302008,3053,0.4503,67.2,4.2,5.7
306,22700,"Fort Dodge, IA Micro Area",36945,42148,33959,1727,0.4571,58.8,3.7,11.4
307,22780,"Fort Leonard Wood, MO Micro Area",53132,51137,39842,6620,0.3808,71.4,8.9,10.5
308,22800,"Fort Madison-Keokuk, IA-IL-MO Micro Area",59856,49011,57017,1011,0.4106,61.3,4.5,9.8
309,22820,"Fort Morgan, CO Micro Area",28123,51456,24601,867,0.3996,64.7,3.0,6.6
310,22840,"Fort Payne, AL Micro Area",71194,38842,61415,1040,0.4648,53.8,3.5,16.2
311,22860,"Fort Polk South, LA Micro Area",51906,46620,39538,7603,0.4338,60.8,5.7,13.7
312,22900,"Fort Smith, AR-OK Metro Area",280705,40686,219245,11379,0.4652,56.1,4.4,16.3
313,23060,"Fort Wayne, IN Metro Area",429060,51642,351535,42465,0.4409,66.5,4.6,10.3
314,23140,"Frankfort, IN Micro Area",32455,51659,30811,296,0.3945,64.8,3.4,8.3
315,23180,"Frankfort, KY Micro Area",71986,53068,62338,5504,0.3981,63.1,4.1,9.1
316,23240,"Fredericksburg, TX Micro Area",25939,56267,24031,34,0.4710,58.0,6.5,9.4
317,23300,"Freeport, IL Micro Area",45839,46427,39361,4371,0.4396,62.5,4.7,11.3
318,23340,"Fremont, NE Micro Area",36576,51748,34443,365,0.4300,67.2,3.4,8.5
319,23380,"Fremont, OH Micro Area",59559,50370,53524,1695,0.4130,63.3,3.1,10.9
320,23420,"Fresno, CA Metro Area",971616,48730,617322,47715,0.4801,60.7,8.3,20.8
321,23460,"Gadsden, AL Metro Area",103132,42064,83436,16039,0.4441,53.8,4.4,13.9
322,23500,"Gaffney, SC Micro Area",56549,35286,42369,11252,0.5023,52.3,3.2,16.3
323,23540,"Gainesville, FL Metro Area",277056,45323,196485,53410,0.5122,58.6,5.9,12.8
324,23580,"Gainesville, GA Metro Area",192865,55622,162214,14421,0.4523,63.8,4.0,11.7
325,23620,"Gainesville, TX Micro Area",39064,60027,35827,982,0.4191,64.1,4.4,10.6
326,23660,"Galesburg, IL Micro Area",51374,41972,44276,4569,0.4438,53.7,5.1,11.5
327,23700,"Gallup, NM Micro Area",72849,30336,11841,397,0.5180,51.5,13.3,32.3
328,23780,"Garden City, KS Micro Area",41028,51671,31829,841,0.4121,72.3,2.3,12.5
329,23820,"Gardnerville Ranchos, NV Micro Area",47632,61176,42035,288,0.4468,55.2,4.2,6.5
330,23860,"Georgetown, SC Micro Area",61065,46967,39133,19204,0.4928,52.8,6.6,13.7
331,23900,"Gettysburg, PA Metro Area",101589,62661,93849,1469,0.3998,63.8,4.0,5.9
332,23940,"Gillette, WY Micro Area",48116,80178,45527,143,0.3744,74.6,3.5,6.9
333,23980,"Glasgow, KY Micro Area",53408,39117,50039,1765,0.4376,56.7,6.1,17.2
334,24020,"Glens Falls, NY Metro Area",126884,56608,120428,2849,0.4292,61.4,5.0,7.3
335,24060,"Glenwood Springs, CO Micro Area",75692,66689,67129,507,0.4741,73.7,5.2,6.3
336,24100,"Gloversville, NY Micro Area",53955,48033,51110,998,0.4267,59.5,5.6,11.4
337,24140,"Goldsboro, NC Metro Area",124496,41766,75921,37887,0.4596,60.9,6.7,16.0
338,24220,"Grand Forks, ND-MN Metro Area",101694,52377,90836,2970,0.4670,70.6,2.6,8.1
339,24260,"Grand Island, NE Metro Area",84596,54479,77046,1495,0.4238,71.4,2.5,9.6
340,24300,"Grand Junction, CO Metro Area",148798,51971,139913,1096,0.4473,62.7,5.7,12.1
341,24330,"Grand Rapids, MN Micro Area",45237,52050,42065,192,0.4186,58.3,5.0,8.3
342,24340,"Grand Rapids-Wyoming, MI Metro Area",1039182,58094,880197,67306,0.4431,67.3,4.2,7.9
343,24380,"Grants, NM Micro Area",27049,36089,12330,323,0.4483,53.8,12.6,24.3
344,24420,"Grants Pass, OR Metro Area",84514,40705,77880,334,0.4802,47.5,6.6,13.6
345,24460,"Great Bend, KS Micro Area",27067,46070,25091,373,0.4494,66.8,2.1,11.4
346,24500,"Great Falls, MT Metro Area",81816,46827,72375,1097,0.4720,63.3,3.3,9.4
347,24540,"Greeley, CO Metro Area",285729,66489,253742,3199,0.4210,68.0,3.6,7.5
348,24580,"Green Bay, WI Metro Area",315847,56831,275706,6126,0.4275,68.6,3.0,8.0
349,24620,"Greeneville, TN Micro Area",68520,38266,64874,1635,0.4568,53.1,4.2,13.0
350,24640,"Greenfield Town, MA Micro Area",70926,57307,66356,1023,0.4514,65.7,3.8,6.7
351,24660,"Greensboro-High Point, NC Metro Area",751590,47145,480759,200455,0.4719,62.2,5.4,12.7
352,24700,"Greensburg, IN Micro Area",26480,52270,25436,177,0.3962,65.7,1.4,8.5
353,24740,"Greenville, MS Micro Area",48002,29387,12442,34492,0.5380,56.4,10.1,28.4
354,24780,"Greenville, NC Metro Area",176484,43526,101847,61105,0.5015,64.4,8.4,15.3
355,24820,"Greenville, OH Micro Area",51919,50064,50608,407,0.4008,63.6,3.5,7.6
356,24860,"Greenville-Anderson-Mauldin, SC Metro Area",872463,49371,678280,145409,0.4637,61.3,4.3,11.0
357,24900,"Greenwood, MS Micro Area",40334,29182,13987,25477,0.5297,46.3,7.7,27.9
358,24940,"Greenwood, SC Micro Area",94769,38074,62025,28974,0.4754,56.9,5.0,18.1
359,24980,"Grenada, MS Micro Area",21379,34876,11842,9250,0.4700,52.4,8.4,20.4
360,25020,"Guayama, PR Metro Area",78896,15157,49600,19566,0.5053,31.0,9.4,52.1
361,25060,"Gulfport-Biloxi-Pascagoula, MS Metro Area",388082,46951,279242,83862,0.4400,61.1,6.2,14.6
362,25100,"Guymon, OK Micro Area",21409,49469,13132,864,0.4081,72.3,3.5,12.0
363,25180,"Hagerstown-Martinsburg, MD-WV Metro Area",261156,58843,221414,24047,0.4219,62.5,5.0,9.9
364,25200,"Hailey, ID Micro Area",27765,54530,26008,64,0.4653,70.3,2.1,10.7
365,25220,"Hammond, LA Metro Area",128850,45901,86555,37995,0.4622,61.1,6.4,17.7
366,25260,"Hanford-Corcoran, CA Metro Area",150183,49742,99117,9597,0.4391,55.6,8.0,16.3
367,25300,"Hannibal, MO Micro Area",38911,46352,36050,1654,0.4159,62.3,3.8,12.2
368,25420,"Harrisburg-Carlisle, PA Metro Area",565008,60978,457882,60705,0.4329,64.9,4.3,6.7
369,25460,"Harrison, AR Micro Area",45110,40250,43388,144,0.4342,55.4,2.9,10.7
370,25500,"Harrisonburg, VA Metro Area",131717,52264,117008,5723,0.4375,63.1,4.4,9.2
371,25540,"Hartford-West Hartford-East Hartford, CT Metro Area",1213123,73209,924335,135050,0.4618,66.4,6.0,7.0
372,25580,"Hastings, NE Micro Area",31564,51721,29445,227,0.4557,66.4,3.8,7.5
373,25620,"Hattiesburg, MS Metro Area",148399,45546,100687,42386,0.4816,62.2,8.9,15.4
374,25700,"Hays, KS Micro Area",28877,49562,27354,269,0.4950,70.1,0.5,8.3
375,25720,"Heber, UT Micro Area",29306,74552,28022,26,0.4080,70.6,2.6,7.1
376,25740,"Helena, MT Micro Area",77915,61346,73203,226,0.4085,65.0,2.3,7.4
377,25760,"Helena-West Helena, AR Micro Area",19518,26652,7073,12250,0.4972,53.3,12.9,25.5
378,25780,"Henderson, NC Micro Area",44420,35246,19550,22210,0.5019,58.1,3.2,16.6
379,25820,"Hereford, TX Micro Area",18947,51543,16544,221,0.3947,66.8,2.8,14.9
380,25840,"Hermiston-Pendleton, OR Micro Area",87889,50545,75126,630,0.4191,59.1,5.4,13.1
381,25860,"Hickory-Lenoir-Morganton, NC Metro Area",364044,44326,303961,24150,0.4559,59.1,5.7,11.9
382,25880,"Hillsdale, MI Micro Area",45909,46160,44512,346,0.4391,55.8,4.7,11.7
383,25900,"Hilo, HI Micro Area",196325,56395,66492,1212,0.4712,57.9,6.6,12.7
384,25940,"Hilton Head Island-Bluffton-Beaufort, SC Metro Area",206781,56945,148043,45149,0.4765,58.2,5.6,8.8
385,25980,"Hinesville, GA Metro Area",79977,45212,40627,29814,0.4063,65.8,8.9,13.9
386,26020,"Hobbs, NM Micro Area",69505,59285,61283,2624,0.4418,60.4,3.7,12.5
387,26090,"Holland, MI Micro Area",114145,58487,107713,1593,0.4061,62.8,2.1,8.1
388,26140,"Homosassa Springs, FL Metro Area",141373,40574,131599,4165,0.4535,40.9,5.3,11.7
389,26220,"Hood River, OR Micro Area",22938,57269,20049,27,0.4351,66.1,3.4,6.0
390,26260,"Hope, AR Micro Area",30682,38119,18641,9415,0.4299,54.2,7.1,18.4
391,26300,"Hot Springs, AR Metro Area",97994,41672,83955,8001,0.4887,54.5,5.8,13.0
392,26340,"Houghton, MI Micro Area",38469,41348,36041,314,0.4645,54.5,4.5,9.3
393,26380,"Houma-Thibodaux, LA Metro Area",211179,50013,157625,34618,0.4555,58.8,5.7,13.5
394,26420,"Houston-The Woodlands-Sugar Land, TX Metro Area",6636208,62922,4359111,1141697,0.4870,66.8,5.6,11.9
395,26460,"Hudson, NY Micro Area",61481,61093,55110,2779,0.4608,61.4,3.1,6.3
396,26500,"Huntingdon, PA Micro Area",45686,46765,41966,2446,0.4079,52.2,5.5,9.5
397,26540,"Huntington, IN Micro Area",36520,50063,35247,318,0.3851,64.6,2.6,7.4
398,26580,"Huntington-Ashland, WV-KY-OH Metro Area",360603,44315,342099,8321,0.4780,52.6,5.1,13.9
399,26620,"Huntsville, AL Metro Area",444908,59583,316908,97374,0.4665,63.0,6.0,10.4
400,26660,"Huntsville, TX Micro Area",85299,40578,64262,17604,0.4701,41.6,4.5,14.8
401,26700,"Huron, SD Micro Area",18163,48995,15571,72,0.3977,67.9,1.9,18.4
402,26740,"Hutchinson, KS Micro Area",63360,47897,58394,1791,0.4303,62.0,3.4,8.9
403,26780,"Hutchinson, MN Micro Area",35816,59869,34129,118,0.4000,70.2,2.0,5.2
404,26820,"Idaho Falls, ID Metro Area",140427,54663,125970,634,0.4381,63.8,3.5,8.4
405,26860,"Indiana, PA Micro Area",86551,46306,81886,2001,0.4607,57.7,3.8,8.2
406,26900,"Indianapolis-Carmel-Anderson, IN Metro Area",1989032,56528,1538077,296651,0.4669,67.3,5.3,9.9
407,26940,"Indianola, MS Micro Area",26915,28556,6715,19911,0.4848,47.5,10.6,27.2
408,26960,"Ionia, MI Micro Area",64147,51980,58653,3187,0.3983,58.4,5.5,9.4
409,26980,"Iowa City, IA Metro Area",166520,59800,141181,9430,0.4760,71.1,2.8,6.5
410,27020,"Iron Mountain, MI-WI Micro Area",30048,45946,29138,165,0.4448,55.9,4.5,10.0
411,27060,"Ithaca, NY Metro Area",104415,56200,83958,4182,0.4937,58.5,3.5,9.5
412,27100,"Jackson, MI Metro Area",158989,49715,139047,13207,0.4451,56.9,5.6,11.3
413,27140,"Jackson, MS Metro Area",578565,49381,275924,284499,0.4797,62.0,5.2,13.7
414,27160,"Jackson, OH Micro Area",32624,43397,31602,267,0.4291,58.8,4.4,14.6
415,27180,"Jackson, TN Metro Area",129538,43552,84541,40011,0.4676,58.2,5.2,14.5
416,27220,"Jackson, WY-ID Micro Area",33699,74756,30293,166,0.4749,76.7,1.0,3.1
417,27260,"Jacksonville, FL Metro Area",1447884,56449,1013357,311616,0.4676,63.7,6.0,10.2
418,27300,"Jacksonville, IL Micro Area",39551,49306,36306,2161,0.4388,59.5,7.4,10.8
419,27340,"Jacksonville, NC Metro Area",192685,48162,143853,27618,0.4065,71.7,8.1,11.4
420,27380,"Jacksonville, TX Micro Area",51594,44294,41907,7054,0.4510,54.9,3.6,15.2
421,27420,"Jamestown, ND Micro Area",21058,56088,19709,235,0.4227,65.1,2.2,7.7
422,27460,"Jamestown-Dunkirk-Fredonia, NY Micro Area",130846,44304,121359,3459,0.4416,57.2,5.7,13.4
423,27500,"Janesville-Beloit, WI Metro Area",161226,53410,143279,7120,0.4174,65.6,3.8,11.1
424,27540,"Jasper, IN Micro Area",54850,55138,52061,362,0.4135,66.6,2.9,7.1
425,27580,"Jayuya, PR Micro Area",15297,15615,12907,116,0.4655,36.1,18.9,51.7
426,27600,"Jefferson, GA Micro Area",63851,57999,55968,4433,0.4300,61.1,3.1,9.7
427,27620,"Jefferson City, MO Metro Area",151056,53680,133088,11517,0.4151,61.2,3.5,8.5
428,27660,"Jennings, LA Micro Area",31405,40744,25229,5115,0.4875,55.3,6.7,17.7
429,27700,"Jesup, GA Micro Area",29833,41534,22294,5966,0.4533,49.5,9.9,14.9
430,27740,"Johnson City, TN Metro Area",200767,40429,187685,5928,0.4863,56.9,5.1,14.0
431,27780,"Johnstown, PA Metro Area",135871,44943,127405,4521,0.4388,55.1,5.3,10.4
432,27860,"Jonesboro, AR Metro Area",128344,43649,104668,15329,0.4744,61.3,4.1,13.6
433,27900,"Joplin, MO Metro Area",176759,45913,160016,3130,0.4457,64.1,3.5,11.3
434,27920,"Junction City, KS Micro Area",35796,46096,24965,6195,0.3830,71.2,6.8,13.1
435,27940,"Juneau, AK Micro Area",32434,90749,22360,343,0.3815,73.1,5.3,4.0
436,27980,"Kahului-Wailuku-Lahaina, HI Metro Area",164180,72743,58293,933,0.4454,67.4,3.4,6.6
437,28020,"Kalamazoo-Portage, MI Metro Area",335020,51319,276522,30769,0.4623,64.9,4.9,10.3
438,28060,"Kalispell, MT Micro Area",96147,51410,91067,259,0.4527,62.6,3.5,8.5
439,28100,"Kankakee, IL Metro Area",110801,56542,88468,16836,0.4264,61.6,4.6,10.9
440,28140,"Kansas City, MO-KS Metro Area",2088830,61479,1641064,260124,0.4569,68.0,4.3,8.1
441,28180,"Kapaa, HI Micro Area",71093,72330,23301,491,0.4277,66.1,3.0,6.6
442,28260,"Kearney, NE Micro Area",55381,54709,51803,611,0.4434,73.1,1.9,8.4
443,28300,"Keene, NH Micro Area",76109,60148,72689,582,0.4457,65.5,3.0,5.2
444,28340,"Kendallville, IN Micro Area",47421,52393,46033,183,0.4133,65.3,5.3,7.0
445,28380,"Kennett, MO Micro Area",30905,32348,26118,3003,0.4700,52.7,5.3,20.7
446,28420,"Kennewick-Richland, WA Metro Area",279653,61999,216959,5054,0.4261,63.7,4.5,10.7
447,28500,"Kerrville, TX Micro Area",50761,48698,45974,749,0.4593,54.4,3.8,10.5
448,28540,"Ketchikan, AK Micro Area",13745,67321,9234,75,0.4157,69.1,6.8,8.0
449,28580,"Key West, FL Micro Area",76745,63030,68025,5529,0.4996,64.2,2.6,8.0
450,28620,"Kill Devil Hills, NC Micro Area",39502,53625,34671,2218,0.4196,64.6,5.0,7.4
451,28660,"Killeen-Temple, TX Metro Area",432797,52353,288570,87863,0.4274,64.2,7.6,11.0
452,28700,"Kingsport-Bristol-Bristol, TN-VA Metro Area",306745,41558,291695,6010,0.4633,54.3,5.9,12.9
453,28740,"Kingston, NY Metro Area",180129,61652,154062,10312,0.4553,61.7,5.7,7.6
454,28780,"Kingsville, TX Micro Area",32104,41539,28142,1192,0.4656,62.0,6.4,15.3
455,28820,"Kinston, NC Micro Area",57934,37515,31894,22791,0.4680,58.3,7.3,16.5
456,28860,"Kirksville, MO Micro Area",29887,38766,27792,654,0.5078,56.2,4.4,10.8
457,28900,"Klamath Falls, OR Micro Area",66018,42531,58231,504,0.4454,54.3,9.0,13.2
458,28940,"Knoxville, TN Metro Area",862490,49820,774174,49354,0.4786,59.6,5.1,11.3
459,29020,"Kokomo, IN Metro Area",82457,47958,72414,6016,0.4411,59.7,4.9,13.1
460,29060,"Laconia, NH Micro Area",60383,65834,58361,290,0.4281,64.1,4.4,6.0
461,29100,"La Crosse-Onalaska, WI-MN Metro Area",136291,54574,125349,1714,0.4404,68.2,4.3,6.5
462,29180,"Lafayette, LA Metro Area",487633,49514,344538,119947,0.4794,63.2,5.2,13.6
463,29200,"Lafayette-West Lafayette, IN Metro Area",214760,50795,182478,9028,0.4604,63.9,5.1,10.1
464,29260,"La Grande, OR Micro Area",25810,46228,23802,219,0.4736,58.2,5.1,12.1
465,29300,"LaGrange, GA Micro Area",69433,43597,40955,24472,0.4759,60.4,3.8,16.9
466,29340,"Lake Charles, LA Metro Area",205559,48481,146325,49309,0.4654,62.5,5.2,12.5
467,29380,"Lake City, FL Micro Area",68484,43504,52945,12197,0.4629,51.8,5.8,11.7
468,29420,"Lake Havasu City-Kingman, AZ Metro Area",204691,41567,185042,2208,0.4451,45.1,7.9,12.3
469,29460,"Lakeland-Winter Haven, FL Metro Area",652256,45988,510554,99355,0.4391,54.7,6.2,12.9
470,29500,"Lamesa, TX Micro Area",13095,43201,10239,785,0.4934,51.8,6.1,15.5
471,29540,"Lancaster, PA Metro Area",536494,61492,475145,22900,0.4229,66.5,4.2,6.8
472,29620,"Lansing-East Lansing, MI Metro Area",472092,53710,381329,40419,0.4531,63.5,5.4,9.9
473,29660,"Laramie, WY Micro Area",37944,45816,34064,556,0.4720,68.8,3.4,8.8
474,29700,"Laredo, TX Metro Area",269624,40442,256620,1089,0.4912,58.0,4.9,27.7
475,29740,"Las Cruces, NM Metro Area",213849,39114,188911,3809,0.4924,59.5,7.8,22.0
476,29780,"Las Vegas, NM Micro Area",28203,29168,14145,376,0.5044,41.5,3.2,22.6
477,29820,"Las Vegas-Henderson-Paradise, NV Metro Area",2112436,54882,1301043,237543,0.4544,64.6,7.1,11.0
478,29860,"Laurel, MS Micro Area",84875,37747,54528,28778,0.4817,54.8,4.9,17.1
479,29900,"Laurinburg, NC Micro Area",35445,32739,15921,13726,0.4657,47.4,10.2,26.4
480,29940,"Lawrence, KS Metro Area",117806,54370,97758,4840,0.4753,69.3,5.4,7.9
481,29980,"Lawrenceburg, TN Micro Area",42591,41522,40539,816,0.4213,54.0,8.2,13.4
482,30020,"Lawton, OK Metro Area",129066,49608,82805,21319,0.4473,64.6,7.4,12.1
483,30060,"Lebanon, MO Micro Area",35488,42646,33981,188,0.4212,58.2,7.9,15.1
484,30140,"Lebanon, PA Metro Area",137616,57698,120081,3021,0.4041,64.2,5.0,8.2
485,30220,"Levelland, TX Micro Area",23273,49184,20833,874,0.4342,62.5,4.0,10.8
486,30260,"Lewisburg, PA Micro Area",45056,53768,39384,2990,0.4482,50.0,1.4,8.2
487,30280,"Lewisburg, TN Micro Area",31753,46837,28498,2414,0.4283,59.6,3.2,10.2
488,30300,"Lewiston, ID-WA Metro Area",62273,50760,56706,261,0.4178,60.0,3.7,8.9
489,30340,"Lewiston-Auburn, ME Metro Area",107317,49538,98722,1904,0.4245,65.5,4.2,9.5
490,30380,"Lewistown, PA Micro Area",46452,46286,45107,306,0.4101,58.7,1.0,9.3
491,30420,"Lexington, NE Micro Area",25944,51923,23454,1415,0.4208,70.5,0.8,10.3
492,30460,"Lexington-Fayette, KY Metro Area",500689,54436,406603,54590,0.4806,66.8,6.1,11.8
493,30580,"Liberal, KS Micro Area",22948,47535,13862,1068,0.4224,70.9,8.9,13.8
494,30620,"Lima, OH Metro Area",104157,47905,86507,12260,0.4468,63.0,5.3,10.9
495,30660,"Lincoln, IL Micro Area",29488,58271,26048,1998,0.3988,54.5,3.9,5.4
496,30700,"Lincoln, NE Metro Area",323402,56132,281508,12505,0.4452,71.3,2.6,8.5
497,30780,"Little Rock-North Little Rock-Conway, AR Metro Area",730346,51362,519151,168175,0.4662,63.1,4.8,10.5
498,30820,"Lock Haven, PA Micro Area",39321,47990,37849,594,0.4157,58.0,4.6,10.4
499,30860,"Logan, UT-ID Metro Area",133408,53548,121009,988,0.4261,67.6,2.4,10.6
500,30880,"Logan, WV Micro Area",34428,37859,33240,579,0.4679,43.6,9.8,18.6
501,30900,"Logansport, IN Micro Area",38248,45558,31845,526,0.4285,60.1,3.2,9.6
502,30940,"London, KY Micro Area",127352,33745,123514,1248,0.4883,49.4,8.7,22.6
503,30980,"Longview, TX Metro Area",216934,48359,168051,37838,0.4557,58.0,4.0,12.9
504,31020,"Longview, WA Metro Area",103590,49804,93569,822,0.4364,56.4,6.4,12.3
505,31060,"Los Alamos, NM Micro Area",18031,110190,15611,55,0.3803,65.7,5.7,2.7
506,31080,"Los Angeles-Long Beach-Anaheim, CA Metro Area",13261538,65331,7193319,882243,0.4970,64.7,6.5,12.0
507,31140,"Louisville/Jefferson County, KY-IN Metro Area",1278203,54624,1026770,181114,0.4632,65.1,4.7,9.4
508,31180,"Lubbock, TX Metro Area",309722,48709,249708,22024,0.4826,65.2,3.1,12.0
509,31220,"Ludington, MI Micro Area",28800,45524,27500,273,0.4554,57.2,6.8,11.5
510,31260,"Lufkin, TX Micro Area",87700,46472,68468,13013,0.4527,58.0,5.9,15.0
511,31300,"Lumberton, NC Micro Area",134187,32407,38889,32308,0.4876,51.2,7.2,23.6
512,31340,"Lynchburg, VA Metro Area",258995,50711,202363,44377,0.4464,59.5,3.8,10.0
513,31380,"Macomb, IL Micro Area",31597,42911,28522,1547,0.4661,56.3,6.0,10.9
514,31420,"Macon-Bibb County, GA Metro Area",229966,41171,118120,103312,0.5134,55.9,6.0,18.5
515,31460,"Madera, CA Metro Area",154440,48210,118390,4938,0.4503,52.4,5.9,18.0
516,31500,"Madison, IN Micro Area",32293,50722,30784,662,0.4177,58.4,3.9,10.2
517,31540,"Madison, WI Metro Area",640072,66609,551421,27796,0.4422,72.0,3.3,5.9
518,31580,"Madisonville, KY Micro Area",45985,44048,41400,2874,0.4460,55.0,4.5,12.7
519,31620,"Magnolia, AR Micro Area",23992,37072,14556,8386,0.4725,55.5,4.5,21.5
520,31660,"Malone, NY Micro Area",51054,50733,42139,3025,0.4498,51.6,4.9,13.7
521,31680,"Malvern, AR Micro Area",33480,40626,28419,3666,0.4474,52.4,6.6,11.0
522,31700,"Manchester-Nashua, NH Metro Area",406371,75777,366964,10309,0.4252,69.9,4.3,5.6
523,31740,"Manhattan, KS Metro Area",98884,51427,84180,5053,0.4643,68.9,5.0,7.5
524,31820,"Manitowoc, WI Micro Area",79680,51053,75329,571,0.4065,65.5,3.1,7.0
525,31860,"Mankato-North Mankato, MN Metro Area",99244,56458,91277,3213,0.4407,71.7,2.9,7.3
526,31900,"Mansfield, OH Metro Area",121533,44138,105501,9478,0.4307,55.5,6.1,11.3
527,31930,"Marietta, OH Micro Area",60871,46021,58526,737,0.4605,55.7,2.7,10.7
528,31940,"Marinette, WI-MI Micro Area",64101,44776,61495,340,0.4233,58.6,4.2,9.4
529,31980,"Marion, IN Micro Area",67615,42046,59505,5096,0.4079,57.8,6.7,14.5
530,32000,"Marion, NC Micro Area",45069,38776,41132,1735,0.4271,53.3,4.4,15.5
531,32020,"Marion, OH Micro Area",65483,44708,58820,3458,0.4423,52.9,5.4,11.7
532,32100,"Marquette, MI Micro Area",67145,48491,62655,1103,0.4435,56.5,4.6,9.0
533,32140,"Marshall, MN Micro Area",25789,54181,22719,862,0.4693,72.1,3.0,9.5
534,32180,"Marshall, MO Micro Area",23010,41567,19661,1084,0.4279,60.3,1.4,12.1
535,32220,"Marshall, TX Micro Area",66606,48644,48617,14192,0.4779,57.9,5.1,13.4
536,32260,"Marshalltown, IA Micro Area",40476,52752,34069,432,0.3982,64.5,1.3,7.7
537,32280,"Martin, TN Micro Area",33776,36550,29837,2933,0.4432,55.1,7.4,13.7
538,32300,"Martinsville, VA Micro Area",65212,36338,43922,17696,0.4619,53.4,7.8,16.1
539,32340,"Maryville, MO Micro Area",22744,41370,21346,606,0.4490,62.4,2.7,12.2
540,32380,"Mason City, IA Micro Area",50636,50621,48017,814,0.4561,65.1,3.2,7.6
541,32420,"Mayagüez, PR Metro Area",96089,15613,35522,3712,0.5900,41.3,14.2,44.1
542,32460,"Mayfield, KY Micro Area",37259,40369,33726,1742,0.4703,58.2,3.0,14.7
543,32500,"Maysville, KY Micro Area",17167,43082,15473,1003,0.5111,55.4,4.8,11.9
544,32540,"McAlester, OK Micro Area",44673,44941,32263,1421,0.4516,54.5,3.9,11.8
545,32580,"McAllen-Edinburg-Mission, TX Metro Area",839539,37097,746211,4797,0.4902,58.0,5.8,27.8
546,32620,"McComb, MS Micro Area",52337,30772,25025,26471,0.5009,50.0,4.1,24.8
547,32660,"McMinnville, TN Micro Area",40210,36765,37027,505,0.4669,57.6,4.1,16.3
548,32700,"McPherson, KS Micro Area",28792,56946,27306,300,0.4042,68.1,1.4,4.6
549,32740,"Meadville, PA Micro Area",86847,47179,83110,1682,0.4323,57.8,4.8,10.4
550,32780,"Medford, OR Metro Area",212070,48688,193846,1356,0.4605,57.8,6.0,11.9
551,32820,"Memphis, TN-MS-AR Metro Area",1344058,50194,631533,627245,0.4909,64.3,5.7,14.5
552,32860,"Menomonie, WI Micro Area",44260,54605,41618,270,0.4145,66.3,3.4,6.6
553,32900,"Merced, CA Metro Area",267390,46338,153649,8621,0.4653,59.1,10.2,19.9
554,32940,"Meridian, MS Micro Area",104392,38774,56495,45246,0.4852,55.5,5.5,17.8
555,32980,"Merrill, WI Micro Area",27994,54203,27150,150,0.3919,63.9,3.2,6.0
556,33020,"Mexico, MO Micro Area",25763,44056,23046,1572,0.4306,56.1,7.5,12.2
